59000, 62.06, 68.00, 255, 60.42, 70.00, 255, 0.00, 1
60000, 62.13, 68.00, 255, 61.15, 70.00, 255, 0.00, 1
61000, 62.37, 68.00, 255, 61.15, 70.00, 255, 0.00, 1
62000, 62.61, 68.00, 255, 61.39, 70.00, 255, 0.00, 1
63000, 62.86, 68.00, 255, 61.82, 70.00, 255, 0.00, 1
64000, 63.10, 68.00, 255, 62.13, 70.00, 255, 0.00, 1
65000, 63.59, 68.00, 255, 62.13, 70.00, 255, 0.00, 1
66000, 63.59, 68.00, 255, 62.55, 70.00, 255, 0.00, 1
66999, 64.08, 68.00, 255, 63.04, 70.00, 255, 0.00, 1
68000, 64.32, 68.00, 255, 62.86, 70.00, 255, 0.00, 1
68999, 64.32, 68.00, 255, 63.10, 70.00, 255, 0.00, 1
70000, 64.81, 68.00, 255, 63.35, 70.00, 255, 0.00, 1
70999, 65.06, 68.00, 255, 63.59, 70.00, 255, 0.00, 1
72000, 65.30, 68.00, 255, 64.08, 70.00, 255, 0.00, 1
72999, 65.55, 68.00, 255, 64.08, 70.00, 255, 0.00, 1
74000, 65.79, 68.00, 255, 64.51, 70.00, 255, 0.00, 1
74999, 66.28, 68.00, 255, 64.32, 70.00, 255, 0.00, 1
76000, 66.28, 68.00, 255, 64.81, 70.00, 255, 0.00, 1
76999, 66.52, 68.00, 255, 65.06, 70.00, 255, 0.00, 1
78000, 66.95, 68.00, 255, 65.49, 70.00, 255, 0.00, 1
78999, 67.01, 68.00, 255, 65.30, 70.00, 255, 0.00, 1
80000, 67.26, 68.00, 255, 65.73, 70.00, 255, 0.00, 1
80999, 67.50, 68.00, 255, 65.79, 70.00, 255, 0.00, 1
82000, 67.93, 68.00, 254, 66.22, 70.00, 255, 0.00, 1
82999, 67.74, 68.00, 255, 66.28, 70.00, 255, 0.00, 1
84000, 68.23, 68.00, 253, 66.46, 70.00, 255, 0.00, 1
84999, 68.23, 68.00, 253, 66.71, 70.00, 255, 0.00, 1
86000, 68.48, 68.00, 251, 67.20, 70.00, 255, 0.00, 1
86999, 68.72, 68.00, 249, 67.20, 70.00, 255, 0.00, 1
88000, 69.16, 68.00, 246, 67.26, 70.00, 255, 0.00, 1
88999, 69.16, 68.00, 244, 67.26, 70.00, 255, 0.00, 1
90000, 69.40, 68.00, 240, 67.20, 70.00, 255, 0.00, 1
91000, 69.40, 68.00, 238, 67.69, 70.00, 255, 0.00, 1
92000, 69.70, 68.00, 233, 67.93, 70.00, 255, 0.00, 1
93000, 69.45, 68.00, 231, 67.99, 70.00, 255, 0.00, 1
94000, 70.13, 68.00, 225, 68.23, 70.00, 255, 0.00, 1
95000, 69.70, 68.00, 223, 69.35, 70.00, 255, 0.00, 1
96000, 69.94, 68.00, 218, 68.67, 70.00, 255, 0.00, 1
97000, 69.45, 68.00, 216, 68.67, 70.00, 255, 0.00, 1
98000, 69.70, 68.00, 212, 69.35, 70.00, 255, 0.00, 1
99000, 70.19, 68.00, 206, 68.97, 70.00, 255, 0.00, 1
100000, 69.94, 68.00, 203, 69.78, 70.00, 255, 0.00, 1
101000, 69.75, 68.00, 199, 69.64, 70.00, 255, 0.00, 1
102000, 69.70, 68.00, 195, 69.64, 70.00, 255, 0.00, 1
103000, 70.19, 68.00, 189, 69.51, 70.00, 255, 0.00, 1
104000, 70.19, 68.00, 185, 70.08, 70.00, 254, 0.00, 1
105000, 69.94, 68.00, 182, 70.33, 70.00, 253, 0.00, 1
106000, 69.64, 68.00, 179, 70.13, 70.00, 254, 0.00, 1
107000, 68.97, 68.00, 178, 70.19, 70.00, 253, 0.00, 1
108000, 69.45, 68.00, 174, 70.38, 70.00, 252, 0.00, 1
109000, 69.40, 68.00, 170, 70.43, 70.00, 251, 0.00, 1
110000, 68.97, 68.00, 169, 71.06, 70.00, 248, 0.00, 1
111000, 69.35, 68.00, 166, 70.68, 70.00, 248, 0.00, 1
112000, 69.21, 68.00, 164, 70.68, 70.00, 247, 0.00, 1
113000, 69.35, 68.00, 161, 70.68, 70.00, 245, 0.00, 1
114000, 68.91, 68.00, 160, 71.16, 70.00, 242, 0.00, 1
115000, 69.16, 68.00, 157, 70.48, 70.00, 242, 0.00, 1
116000, 69.10, 68.00, 155, 71.16, 70.00, 238, 0.00, 1
117000, 68.86, 68.00, 154, 71.16, 70.00, 236, 0.00, 1
117999, 68.80, 68.00, 153, 71.36, 70.00, 234, 0.00, 1
119000, 68.42, 68.00, 153, 71.16, 70.00, 232, 0.00, 1
119999, 68.48, 68.00, 151, 71.06, 70.00, 230, 0.00, 1
121000, 68.61, 68.00, 150, 71.36, 70.00, 227, 0.00, 1
121999, 68.18, 68.00, 151, 71.36, 70.00, 224, 0.00, 1
123000, 68.37, 68.00, 149, 71.36, 70.00, 221, 0.00, 1
123999, 67.93, 68.00, 150, 71.16, 70.00, 219, 0.00, 1
125000, 67.74, 68.00, 150, 71.50, 70.00, 216, 0.00, 1
125999, 67.88, 68.00, 150, 70.92, 70.00, 216, 0.00, 1
127000, 67.39, 68.00, 152, 70.92, 70.00, 214, 0.00, 1
127999, 67.69, 68.00, 150, 70.92, 70.00, 212, 0.00, 1
129000, 67.88, 68.00, 150, 70.92, 70.00, 211, 0.00, 1
129999, 67.93, 68.00, 150, 71.06, 70.00, 208, 0.00, 1
131000, 67.88, 68.00, 150, 70.68, 70.00, 208, 0.00, 1
131999, 67.44, 68.00, 153, 70.43, 70.00, 207, 0.00, 1
133000, 67.31, 68.00, 155, 71.20, 70.00, 203, 0.00, 1
133999, 67.20, 68.00, 156, 70.43, 70.00, 204, 0.00, 1
135000, 67.26, 68.00, 157, 70.57, 70.00, 203, 0.00, 1
135999, 67.07, 68.00, 159, 70.62, 70.00, 202, 0.00, 1
137000, 67.26, 68.00, 159, 71.01, 70.00, 200, 0.00, 1
137999, 67.63, 68.00, 158, 70.19, 70.00, 201, 0.00, 1
139000, 67.50, 68.00, 160, 70.19, 70.00, 201, 0.00, 1
139999, 67.69, 68.00, 160, 70.38, 70.00, 199, 0.00, 1
141000, 67.07, 68.00, 163, 70.19, 70.00, 199, 0.00, 1
142000, 67.14, 68.00, 164, 70.13, 70.00, 199, 0.00, 1
143000, 67.44, 68.00, 164, 70.19, 70.00, 199, 0.00, 1
144000, 67.56, 68.00, 164, 71.91, 70.00, 192, 0.00, 1
145000, 67.63, 68.00, 164, 69.94, 70.00, 197, 0.00, 1
146000, 68.01, 68.00, 162, 70.13, 70.00, 196, 0.00, 1
147000, 67.69, 68.00, 164, 69.94, 70.00, 197, 0.00, 1
148000, 68.44, 68.00, 160, 70.13, 70.00, 197, 0.00, 1
149000, 67.69, 68.00, 163, 70.13, 70.00, 197, 0.00, 1
150000, 67.99, 68.00, 162, 68.91, 70.00, 201, 0.00, 1
151000, 67.50, 68.00, 165, 70.71, 70.00, 196, 0.00, 1
152000, 67.88, 68.00, 164, 69.70, 70.00, 199, 0.00, 1
153000, 67.74, 68.00, 165, 69.70, 70.00, 200, 0.00, 1
154000, 67.93, 68.00, 164, 69.89, 70.00, 199, 0.00, 1
155000, 68.23, 68.00, 162, 70.41, 70.00, 198, 0.00, 1
156000, 67.80, 68.00, 164, 70.13, 70.00, 198, 0.00, 1
157000, 67.56, 68.00, 165, 71.72, 70.00, 193, 0.00, 1
158000, 68.61, 68.00, 162, 70.13, 70.00, 196, 0.00, 1
159000, 68.37, 68.00, 162, 69.94, 70.00, 197, 0.00, 1
160000, 67.99, 68.00, 163, 71.47, 70.00, 192, 0.00, 1
