0, 25.96, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 26.09, 0.00, 0, 25.59, 0.00, 0, 0.00, 0
0, 26.11, 0.00, 0, 26.45, 0.00, 0, 0.00, 0
0, 26.33, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.97, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.47, 0.00, 0, 25.86, 0.00, 0, 0.00, 0
0, 25.85, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 26.33, 0.00, 0, 25.35, 0.00, 0, 0.00, 0
0, 25.96, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.84, 0.00, 0, 25.11, 0.00, 0, 0.00, 0
0, 25.35, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.35, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 26.09, 0.00, 0, 0.00, 0
0, 26.33, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.96, 0.00, 0, 25.96, 0.00, 0, 0.00, 0
0, 26.11, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.59, 0.00, 0, 0.00, 0
0, 25.35, 0.00, 0, 26.09, 0.00, 0, 0.00, 0
0, 25.84, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.62, 0.00, 0, 0.00, 0
0, 25.97, 0.00, 0, 25.23, 0.00, 0, 0.00, 0
0, 25.59, 0.00, 0, 25.59, 0.00, 0, 0.00, 0
0, 25.84, 0.00, 0, 25.62, 0.00, 0, 0.00, 0
0, 25.59, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.84, 0.00, 0, 0.00, 0
0, 25.96, 0.00, 0, 26.33, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 26.21, 0.00, 0, 26.09, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 26.09, 0.00, 0, 25.23, 0.00, 0, 0.00, 0
0, 25.96, 0.00, 0, 25.62, 0.00, 0, 0.00, 0
0, 25.84, 0.00, 0, 25.23, 0.00, 0, 0.00, 0
0, 25.10, 0.00, 0, 25.84, 0.00, 0, 0.00, 0
0, 25.47, 0.00, 0, 25.86, 0.00, 0, 0.00, 0
0, 25.47, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 26.09, 0.00, 0, 25.23, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.97, 0.00, 0, 0.00, 0
0, 25.84, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 26.21, 0.00, 0, 26.09, 0.00, 0, 0.00, 0
0, 26.11, 0.00, 0, 25.59, 0.00, 0, 0.00, 0
0, 25.84, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.97, 0.00, 0, 25.97, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.84, 0.00, 0, 0.00, 0
0, 26.09, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.35, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.59, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.96, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.97, 0.00, 0, 25.84, 0.00, 0, 0.00, 0
0, 25.47, 0.00, 0, 25.62, 0.00, 0, 0.00, 0
0, 25.59, 0.00, 0, 26.09, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.11, 0.00, 0, 0.00, 0
0, 25.35, 0.00, 0, 25.35, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.84, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.11, 0.00, 0, 0.00, 0
0, 25.47, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.11, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.84, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.62, 0.00, 0, 0.00, 0
0, 26.33, 0.00, 0, 25.23, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.47, 0.00, 0, 25.35, 0.00, 0, 0.00, 0
0, 25.84, 0.00, 0, 25.23, 0.00, 0, 0.00, 0
0, 26.09, 0.00, 0, 25.84, 0.00, 0, 0.00, 0
0, 25.47, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 25.96, 0.00, 0, 0.00, 0
0, 25.97, 0.00, 0, 25.59, 0.00, 0, 0.00, 0
0, 25.86, 0.00, 0, 26.09, 0.00, 0, 0.00, 0
0, 25.59, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
0, 25.23, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.97, 0.00, 0, 25.84, 0.00, 0, 0.00, 0
0, 26.09, 0.00, 0, 24.86, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.35, 0.00, 0, 0.00, 0
0, 25.23, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 25.71, 0.00, 0, 25.47, 0.00, 0, 0.00, 0
0, 26.09, 0.00, 0, 24.86, 0.00, 0, 0.00, 0
0, 25.72, 0.00, 0, 25.72, 0.00, 0, 0.00, 0
0, 25.11, 0.00, 0, 25.71, 0.00, 0, 0.00, 0
