Startup
0, 1000, 28.34, 65.00, 183, 27.81, 65.00, 148, 0.00, 1
0, 2000, 27.93, 65.00, 255, 28.55, 65.00, 220, 0.00, 1
0, 3000, 29.08, 65.00, 255, 29.65, 65.00, 255, 0.00, 1
0, 4000, 30.31, 65.00, 255, 32.11, 65.00, 255, 0.00, 1
0, 5000, 31.30, 65.00, 255, 35.26, 65.00, 255, 0.00, 1
0, 6000, 31.62, 65.00, 255, 36.54, 65.00, 255, 0.00, 1
0, 7000, 33.11, 65.00, 255, 39.98, 65.00, 255, 0.00, 1
0, 8000, 34.21, 65.00, 255, 42.58, 65.00, 255, 0.00, 1
0, 9000, 35.20, 65.00, 255, 44.80, 65.00, 255, 0.00, 1
0, 10000, 36.32, 65.00, 255, 46.37, 65.00, 255, 0.00, 1
0, 11000, 37.80, 65.00, 255, 48.90, 65.00, 255, 0.00, 1
0, 12000, 38.40, 65.00, 255, 50.46, 65.00, 255, 0.00, 1
0, 13000, 39.95, 65.00, 255, 52.55, 65.00, 255, 0.00, 1
0, 14000, 40.51, 65.00, 255, 53.83, 65.00, 255, 0.00, 1
0, 15000, 41.21, 65.00, 255, 55.39, 65.00, 255, 0.00, 1
0, 16000, 42.19, 65.00, 255, 56.87, 65.00, 255, 0.00, 1
0, 17000, 43.23, 65.00, 255, 58.73, 65.00, 255, 0.00, 1
0, 18000, 43.57, 65.00, 255, 58.66, 65.00, 255, 0.00, 1
0, 19000, 44.95, 65.00, 255, 60.96, 65.00, 255, 0.00, 1
0, 20000, 45.94, 65.00, 255, 62.22, 65.00, 255, 0.00, 1
0, 21000, 46.68, 65.00, 255, 63.20, 65.00, 255, 0.00, 1
0, 22000, 47.61, 65.00, 255, 63.33, 65.00, 255, 0.00, 1
0, 23000, 48.16, 65.00, 255, 65.18, 65.00, 254, 0.00, 1
0, 24000, 48.74, 65.00, 255, 65.91, 65.00, 251, 0.00, 1
0, 25000, 49.64, 65.00, 255, 66.90, 65.00, 246, 0.00, 1
0, 26000, 50.22, 65.00, 255, 67.64, 65.00, 241, 0.00, 1
0, 27000, 50.30, 65.00, 255, 67.02, 65.00, 238, 0.00, 1
0, 28000, 51.70, 65.00, 255, 68.01, 65.00, 229, 0.00, 1
0, 29000, 52.35, 65.00, 255, 70.10, 65.00, 215, 0.00, 1
0, 30000, 52.93, 65.00, 255, 69.92, 65.00, 206, 0.00, 1
0, 31000, 52.76, 65.00, 255, 70.16, 65.00, 195, 0.00, 1
0, 32000, 53.91, 65.00, 255, 70.85, 65.00, 182, 0.00, 1
0, 33000, 54.82, 65.00, 255, 71.33, 65.00, 168, 0.00, 1
0, 34000, 55.56, 65.00, 255, 71.34, 65.00, 155, 0.00, 1
0, 35000, 56.51, 65.00, 255, 70.22, 65.00, 147, 0.00, 1
0, 36000, 55.96, 65.00, 255, 70.60, 65.00, 135, 0.00, 1
0, 37000, 56.21, 65.00, 255, 70.60, 65.00, 124, 0.00, 1
0, 38000, 57.61, 65.00, 255, 70.84, 65.00, 112, 0.00, 1
0, 39000, 58.52, 65.00, 255, 69.48, 65.00, 106, 0.00, 1
0, 40000, 59.23, 65.00, 255, 69.67, 65.00, 97, 0.00, 1
0, 41000, 59.50, 65.00, 255, 68.01, 65.00, 93, 0.00, 1
0, 42000, 60.00, 65.00, 255, 69.11, 65.00, 83, 0.00, 1
0, 43000, 60.74, 65.00, 255, 67.76, 65.00, 80, 0.00, 1
0, 44000, 61.05, 65.00, 255, 68.13, 65.00, 73, 0.00, 1
0, 45000, 60.88, 65.00, 255, 67.39, 65.00, 70, 0.00, 1
0, 46000, 62.44, 65.00, 255, 66.47, 65.00, 68, 0.00, 1
0, 47000, 62.04, 65.00, 255, 66.41, 65.00, 65, 0.00, 1
0, 48000, 63.02, 65.00, 255, 66.16, 65.00, 63, 0.00, 1
0, 49000, 63.27, 65.00, 255, 65.65, 65.00, 63, 0.00, 1
0, 50000, 63.76, 65.00, 255, 65.16, 65.00, 64, 0.00, 1
0, 51000, 64.07, 65.00, 255, 64.68, 65.00, 65, 0.00, 1
0, 52000, 64.93, 65.00, 255, 64.41, 65.00, 67, 0.00, 1
0, 53000, 64.99, 65.00, 254, 64.19, 65.00, 69, 0.00, 1
Startup
0, 1000, 65.67, 65.00, 0, 62.53, 65.00, 9, 0.00, 1
0, 2000, 65.42, 65.00, 0, 62.96, 65.00, 11, 0.00, 1
0, 3000, 64.66, 65.00, 1, 60.88, 65.00, 22, 0.00, 1
0, 4000, 63.27, 65.00, 9, 61.05, 65.00, 29, 0.00, 1
0, 5000, 62.35, 65.00, 16, 60.14, 65.00, 40, 0.00, 1
0, 6000, 62.44, 65.00, 20, 59.75, 65.00, 51, 0.00, 1
0, 7000, 60.63, 65.00, 34, 59.89, 65.00, 61, 0.00, 1
0, 8000, 60.56, 65.00, 43, 58.98, 65.00, 75, 0.00, 1
0, 9000, 59.82, 65.00, 56, 58.76, 65.00, 88, 0.00, 1
0, 10000, 59.16, 65.00, 69, 58.73, 65.00, 101, 0.00, 1
0, 11000, 59.01, 65.00, 81, 58.76, 65.00, 113, 0.00, 1
0, 12000, 57.85, 65.00, 98, 59.65, 65.00, 123, 0.00, 1
0, 13000, 57.85, 65.00, 112, 59.26, 65.00, 136, 0.00, 1
0, 14000, 57.99, 65.00, 126, 59.50, 65.00, 146, 0.00, 1
0, 15000, 57.11, 65.00, 145, 59.65, 65.00, 157, 0.00, 1
0, 16000, 57.28, 65.00, 160, 60.49, 65.00, 164, 0.00, 1
0, 17000, 56.70, 65.00, 179, 60.81, 65.00, 173, 0.00, 1
0, 18000, 56.21, 65.00, 197, 61.12, 65.00, 180, 0.00, 1
0, 19000, 56.21, 65.00, 214, 61.55, 65.00, 186, 0.00, 1
0, 20000, 56.37, 65.00, 230, 63.20, 65.00, 186, 0.00, 1
0, 21000, 56.94, 65.00, 244, 63.52, 65.00, 189, 0.00, 1
0, 22000, 58.02, 65.00, 255, 65.16, 65.00, 187, 0.00, 1
0, 23000, 57.19, 65.00, 255, 64.56, 65.00, 189, 0.00, 1
0, 24000, 58.52, 65.00, 255, 66.14, 65.00, 183, 0.00, 1
0, 25000, 59.33, 65.00, 255, 66.47, 65.00, 180, 0.00, 1
0, 26000, 59.33, 65.00, 255, 67.02, 65.00, 176, 0.00, 1
0, 27000, 61.23, 65.00, 255, 67.89, 65.00, 169, 0.00, 1
0, 28000, 60.49, 65.00, 255, 67.76, 65.00, 164, 0.00, 1
0, 29000, 61.23, 65.00, 255, 68.44, 65.00, 155, 0.00, 1
0, 30000, 61.79, 65.00, 255, 68.93, 65.00, 146, 0.00, 1
0, 31000, 62.22, 65.00, 255, 69.37, 65.00, 137, 0.00, 1
0, 32000, 62.93, 65.00, 255, 68.01, 65.00, 133, 0.00, 1
0, 33000, 63.02, 65.00, 255, 69.61, 65.00, 120, 0.00, 1
0, 34000, 63.92, 65.00, 255, 68.99, 65.00, 113, 0.00, 1
0, 35000, 64.66, 65.00, 255, 68.44, 65.00, 107, 0.00, 1
0, 36000, 64.01, 65.00, 255, 68.93, 65.00, 98, 0.00, 1
0, 37000, 64.32, 65.00, 255, 69.12, 65.00, 90, 0.00, 1
Startup
0, 1000, 65.42, 65.00, 0, 67.70, 65.00, 0, 0.00, 1
0, 2000, 64.07, 65.00, 4, 66.96, 65.00, 0, 0.00, 1
0, 3000, 64.32, 65.00, 3, 65.98, 65.00, 0, 0.00, 1
0, 4000, 63.94, 65.00, 6, 65.16, 65.00, 0, 0.00, 1
0, 5000, 63.67, 65.00, 9, 63.70, 65.00, 5, 0.00, 1
0, 6000, 62.28, 65.00, 19, 62.35, 65.00, 12, 0.00, 1
0, 7000, 61.94, 65.00, 26, 61.48, 65.00, 20, 0.00, 1
0, 8000, 61.20, 65.00, 36, 60.49, 65.00, 30, 0.00, 1
0, 9000, 60.24, 65.00, 49, 59.16, 65.00, 43, 0.00, 1
